angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.171686,J053330.76+243743.3,83.3781790,+24.6287131,0.0326,0.0311,175.7,6.813,6.747,5.131,2.290,6.845,6.922,6.815,0.066,0.023,0.015,0.020,0.024,0.042,0.023,825124201351045380,hh00,0,0011,AAAA,-44,38,18,36,0.437,83.3781667,24.6286667,TYC1852-1694-1,,05 33 30.76,+24 37 43.2,:A1,8730,1.81,220,6.6,120,22.35,89.01,113.89,,N,TYC,WISEA,Simbad
0.057774,J053610.30-284228.7,84.0429400,-28.7079993,0.0370,0.0366,45.0,5.941,5.789,5.804,5.053,5.958,5.936,5.864,0.116,0.041,0.015,0.033,0.024,0.033,0.018,840028801351032068,0000,0,2200,BAAA,-542,44,123,42,0.255,84.0429583,-28.708,HR 1915,,05 36 10.31,-28 42 28.8,A2III-IV,7980,1.35,200,5.0,,,1.2,52.79,,Y,TYC,WISEA,Simbad
0.396632,J053708.78-114632.0,84.2866209,-11.7755783,0.0381,0.0364,17.3,5.966,5.914,5.928,5.119,5.994,5.992,5.971,0.113,0.042,0.016,0.037,0.020,0.020,0.021,849012201351035342,0000,0,1300,BAAA,89,40,-79,37,0.359,84.2865417,-11.7755,HD 37306,,05 37 08.77,-11 46 31.8,A1V,8750,1.48,400,1.6,100,26.53,1.85,62.89,,Y,TYC,WISEA,Simbad
0.065555,J053739.64-283734.7,84.4151876,-28.6263068,0.0341,0.0325,8.8,6.263,6.186,6.215,5.317,6.470,6.288,6.277,0.087,0.027,0.015,0.035,0.024,0.021,0.020,840028801351029174,h000,0,1100,AAAA,-134,38,3,35,0.236,84.4152083,-28.6263056,HD 37484,,05 37 39.65,-28 37 34.7,F4V,6610,1.34,190,3.7,75,24.33,6.08,56.78,,Y,TYC,WISEA,Simbad
0.039609,J053915.05-023137.6,84.8127449,-2.5271208,0.0326,0.0312,170.6,7.735,7.693,7.265,5.930,7.976,7.881,7.828,0.027,0.021,0.017,0.066,0.021,0.038,0.029,847003101351042858,0000,0,1100,AAAA,57,40,60,39,0.029,84.81275,-2.5271111,HD 37564,,05 39 15.06,-02 31 37.6,A8V,7300,1.48,600,0.5,130,10.93,19.35,133.35,a,Y,TYC,WISEA,Simbad
0.047211,J054320.96-201121.5,85.8373652,-20.1893149,0.0342,0.0326,8.7,7.455,7.492,7.446,6.694,7.716,7.549,7.495,0.034,0.020,0.019,0.081,0.029,0.034,0.016,864019701351010685,0000,0,0000,AAAA,25,46,10,53,0.311,85.837375,-20.1893056,HD 38207,,05 43 20.97,-20 11 21.5,F2V,6760,1.35,200,3.6,55,47.72,14.78,103.0,a,Y,TYC,WISEA,Simbad
0.063951,J054321.69-183327.0,85.8403765,-18.5575177,0.0387,0.0380,139.7,5.806,5.728,5.631,4.559,5.787,5.843,5.783,0.141,0.044,0.016,0.029,0.023,0.046,0.026,856018201351020119,0000,0,0100,BAAA,227,40,-48,38,0.460,85.840375,-18.5575,HR 1975,,05 43 21.69,-18 33 27.0,A0V,9800,1.82,230,7.6,70,83.07,2.94,75.07,,Y,TYC,WISEA,Simbad
0.055220,J054634.87+011004.0,86.6453183,+1.1677809,0.0528,0.0505,97.1,4.220,4.087,4.224,4.181,4.905,4.384,4.211,0.267,0.106,0.015,0.026,0.228,0.076,0.036,862101501351018386,0000,0,0022,BAAA,927,64,31,66,1.506,86.6453333,1.1677778,HD 38529,,05 46 34.88,+01 10 04.0,G4V,5670,2.41,300,2.0,60,50.22,2.02,39.27,,Y,TYC,WISEA,Simbad
0.076751,J054657.33-144918.5,86.7388772,-14.8218268,0.0445,0.0400,90.2,3.347,2.991,3.221,2.388,3.390,3.314,3.286,0.426,0.347,0.014,0.019,0.280,0.252,0.282,860015201351048791,hh00,1,0000,CBAA,-14,46,1729,49,0.478,86.738875,-14.8218056,zet Lep,,05 46 57.33,-14 49 18.5,A2IV-V,8400,1.75,215,6.2,,,1.29,21.6,,Y,TYC,WISEA,Simbad
0.040991,J054717.10-510358.4,86.8212738,-51.0662240,0.0185,0.0160,106.8,3.484,3.182,2.597,0.014,3.669,3.544,3.526,0.372,0.249,0.007,0.016,0.236,0.200,0.222,858051501351049323,hh00,1,0033,CBAA,628,29,1716,29,1.076,86.8212917,-51.0662222,bet Pic,b,05 47 17.11,-51 03 58.4,A6V,8070,1.46,210,5.0,95,24.63,45.23,19.44,,N,TYC,WISEA,Simbad
0.032714,J054835.01-040543.0,87.1458772,-4.0952866,0.0480,0.0461,71.5,4.425,4.215,4.414,4.320,5.260,4.595,4.405,0.238,0.132,0.014,0.026,0.294,0.076,0.015,865004601351034758,0000,1,0100,BBAA,1316,56,232,56,2.766,87.145875,-4.0952778,HD 38858,,05 48 35.01,-04 05 43.0,G2V,6100,0.77,65,15.0,,,0.91,15.17,,Y,TYC,WISEA,Simbad
0.080594,J055404.19-600124.9,88.5174723,-60.0236046,0.0476,0.0458,103.2,4.798,4.612,4.791,4.744,5.412,4.968,4.793,0.203,0.091,0.015,0.028,0.019,0.040,0.016,900060601351061215,0000,0,1400,BAAA,1003,38,581,39,0.492,88.5174583,-60.0235833,HD 40307,,05 54 04.19,-60 01 24.9,K2.5V,5100,0.63,85,5.3,,,0.21,12.99,,N,TYC,WISEA,Simbad
0.082389,J055441.52+443007.4,88.6730334,+44.5020777,0.0330,0.0311,161.6,7.053,6.959,5.397,3.694,7.472,7.205,7.124,0.051,0.020,0.016,0.026,0.061,0.018,0.023,894143901351061680,0000,0,1011,AAAA,-84,37,-77,35,0.119,88.6730417,44.5020556,HD 39415,,05 54 41.53,+44 30 07.4,F5V,6170,1.08,240,1.6,,,57.54,66.2,a,N,TYC,WISEA,Simbad
1.632395,J055624.27-141002.0,89.1011333,-14.1672468,0.0403,0.0359,35.7,2.021,1.749,2.905,2.792,3.063,2.985,2.993,,,0.012,0.020,0.246,0.232,0.254,884013701351000001,hh00,1,nn10,UUAA,590,45,729,42,1.649,89.1012083,-14.1676944,eta Lep,,05 56 24.29,-14 10 03.7,F2V,6950,1.61,125,11.6,,,0.09,14.87,,Y,TYC,WISEA,Simbad
0.097065,J055752.60-342834.1,89.4691981,-34.4761645,0.0340,0.0330,4.5,6.851,6.853,6.834,5.708,7.015,6.929,6.882,0.061,0.021,0.016,0.036,0.023,0.017,0.020,895034901351044642,0000,0,0110,AAAA,-27,32,-7,31,0.265,89.4692083,-34.4761389,HD 40540,,05 57 52.61,-34 28 34.1,A8IV,7240,1.38,80,26.3,,,6.47,80.97,,Y,TYC,WISEA,Simbad
0.081075,J060430.04+441536.0,91.1251962,+44.2600208,0.0423,0.0403,32.7,5.452,5.277,5.464,5.395,5.742,5.509,5.452,0.174,0.055,0.015,0.033,0.029,0.027,0.020,915143901351041183,0000,0,1300,BAAA,464,48,65,45,2.204,91.1252083,44.26,HD 40979,,06 04 30.05,+44 15 36.0,:F9,6160,1.16,80,16.1,,,0.14,33.11,,Y,TYC,WISEA,Simbad
0.047622,J061345.27-235142.1,93.4386386,-23.8616990,0.0490,0.0474,58.1,4.688,4.494,4.685,4.648,5.129,4.863,4.726,0.199,0.097,0.016,0.022,0.018,0.036,0.016,941024301351039726,hh00,1,0300,BAAA,961,52,-763,51,1.229,93.438625,-23.8616944,HD 43162,,06 13 45.27,-23 51 42.1,G6.5V,5840,0.81,240,1.1,,,0.8,16.72,,N,TYC,WISEA,Simbad
0.808197,J061529.63-045453.5,93.8734800,-4.9148662,0.0390,0.0371,149.7,5.697,5.660,5.799,5.640,5.865,5.897,5.863,0.165,0.042,0.014,0.041,0.023,0.040,0.024,941004601351014846,0000,1,0200,BAAA,-1056,41,-191,39,0.675,93.873625,-4.9146944,HD 43319,,06 15 29.67,-04 54 52.9,A3V,8590,1.66,200,7.1,,,0.17,65.06,,Y,TYC,WISEA,Simbad
0.059940,J061908.06-032620.8,94.7836000,-3.4391116,0.0344,0.0328,12.1,6.436,6.448,6.486,6.316,6.848,6.591,6.552,0.073,0.024,0.016,0.066,0.021,0.020,0.020,952003101351013367,0000,0,0200,AAAA,28,38,-136,36,0.497,94.7835833,-3.4391111,V1358 Ori,,06 19 08.06,-03 26 20.8,F9V,6110,1.03,140,4.5,,,0.6,49.23,,Y,TYC,WISEA,Simbad
0.024208,J061912.93-580314.9,94.8039041,-58.0541660,0.0319,0.0309,178.2,6.897,6.888,6.858,6.829,7.576,7.088,6.981,0.060,0.020,0.016,0.058,0.024,0.021,0.024,941057601351002595,0000,0,3200,AAAA,7,26,-58,26,0.636,94.8039167,-58.0541667,AB Pic,,06 19 12.94,-58 03 15.0,K1Ve,5330,0.84,30,62.0,,,0.36,46.06,,N,TYC,WISEA,Simbad
0.018088,J062443.79-284649.6,96.1824616,-28.7804485,0.0477,0.0427,98.8,4.934,4.708,4.888,4.780,5.219,4.962,4.871,0.166,0.103,0.014,0.028,0.018,0.020,0.020,960028801351028616,0000,1,1200,BAAA,1722,42,135,44,1.726,96.1824583,-28.7804444,HD 45184,,06 24 43.79,-28 46 49.6,G1.5V,5920,1.01,280,1.0,60,22.89,1.98,21.88,,Y,TYC,WISEA,Simbad
0.063555,J062748.63-620859.2,96.9526461,-62.1497926,0.0356,0.0331,120.7,6.379,6.253,6.346,6.147,6.411,6.391,6.363,0.092,0.024,0.016,0.037,0.023,0.036,0.018,978062101351033440,HH00,0,nn10,AAAA,-96,22,-59,22,0.524,96.9526667,-62.1497778,HD 46190,,06 27 48.64,-62 08 59.2,A0V,8400,1.67,120,19.1,,,0.16,83.89,,Y,TYC,WISEA,Simbad
0.061824,J064613.60-835928.7,101.5566822,-83.9913227,0.0344,0.0330,23.9,6.330,6.233,6.279,5.765,6.553,6.396,6.299,0.089,0.027,0.015,0.037,0.029,0.031,0.021,1045083301351007384,hh00,0,2410,AAAA,-49,27,25,26,0.747,101.5566667,-83.9913056,HD 53842,,06 46 13.60,-83 59 28.7,F5V,6400,1.3,170,4.3,,,1.07,56.02,,Y,TYC,WISEA,Simbad
0.070780,J064644.35+433440.6,101.6848297,+43.5779639,0.0538,0.0501,64.6,3.872,3.439,3.954,3.825,4.406,4.071,4.132,0.297,0.191,0.016,0.022,0.274,0.246,0.294,1019143901351013696,hhh0,0,0011,BBAA,918,66,790,67,2.130,101.6848333,43.5779444,56 Aur,,06 46 44.36,+43 34 40.6,F9V,6230,1.13,80,15.9,,,1.07,16.71,,N,TYC,WISEA,Simbad
0.051225,J065001.03-601455.8,102.5043169,-60.2488450,0.0508,0.0460,53.0,5.003,4.794,5.053,4.990,5.305,5.128,5.020,0.217,0.108,0.015,0.029,0.020,0.029,0.016,1020060601351045068,0000,0,0111,BAAA,277,36,72,36,1.158,102.5043333,-60.2488333,HR 2562,,06 50 01.04,-60 14 55.8,F5V,6480,1.4,50,55.0,,,1.1,33.62,,Y,TYC,WISEA,Simbad
0.059734,J065442.81+241443.0,103.6783791,+24.2452940,0.0437,0.0414,101.6,5.467,5.330,5.499,5.406,5.776,5.516,5.467,0.159,0.061,0.015,0.037,0.020,0.026,0.018,1040124201351034023,0000,0,0111,BAAA,334,46,78,46,1.186,103.678375,24.2452778,HD 50554,,06 54 42.81,+24 14 43.0,F8V,6110,1.02,60,24.8,,,0.48,29.91,,Y,TYC,WISEA,Simbad
0.038883,J065537.55-200807.6,103.9064690,-20.1354484,0.0774,0.0639,132.6,3.812,3.519,4.110,3.705,,,,0.468,0.196,0.023,0.025,,,,1040019701351019273,HHH0,1,nnn1,CBAA,4354,44,10371,74,,103.9064583,-20.1354444,pi. CMa,,06 55 37.55,-20 08 07.6,F1.5V,6950,2.02,50,91.0,,,0.03,29.58,,Y,TYC,WISEA,Simbad
0.050466,J065959.41-612007.5,104.9975581,-61.3354283,0.0467,0.0455,174.8,4.959,4.698,4.980,4.672,,,,0.235,0.078,0.015,0.027,,,,1042062101351051624,0000,0,0300,BAAA,59,33,271,33,,104.9975417,-61.3354167,HD 53143,b,06 59 59.41,-61 20 07.5,G9V,5620,0.84,250,0.9,60,17.25,3.4,18.32,,N,TYC,WISEA,Simbad
0.088255,J070017.95-052200.7,105.0747972,-5.3668850,0.0470,0.0455,98.8,4.981,4.789,4.993,4.919,5.242,5.033,4.953,0.212,0.094,0.014,0.027,8.888,0.034,0.017,1048006101351057966,hh00,0,0000,BAAA,-69,54,852,53,1.501,105.0747917,-5.3668611,HD 52265,,07 00 17.95,-05 22 00.7,G0V,6150,1.26,55,36.7,,,0.22,28.96,,Y,TYC,WISEA,Simbad
0.068070,J070620.93-433638.5,106.5872325,-43.6107084,0.0339,0.0324,154.4,6.486,6.411,6.489,5.853,6.486,6.477,6.479,0.082,0.024,0.016,0.042,0.018,0.029,0.018,1061044001351047650,d000,0,2110,AAAA,-151,29,97,28,0.113,106.58725,-43.6106944,HD 54341,,07 06 20.94,-43 36 38.5,A0V,9090,1.88,70,74.0,,,2.45,102.35,,Y,TYC,WISEA,Simbad
0.103398,J072304.57+181623.8,110.7690657,+18.2733012,0.0439,0.0412,23.2,5.739,5.559,5.735,5.622,5.920,5.742,5.692,0.135,0.055,0.016,0.042,0.019,0.016,0.016,1110118101351033673,0000,0,1100,BAAA,-341,47,444,44,0.489,110.7690833,18.2732778,HD 57703,,07 23 04.58,+18 16 23.8,:F5,6480,1.28,55,41.4,,,0.4,41.37,,Y,TYC,WISEA,Simbad
0.107873,J072708.99+081721.4,111.7874851,+8.2893039,0.0242,0.0188,169.6,3.074,1.725,2.546,1.801,3.061,3.109,3.101,0.539,,0.011,0.021,0.294,0.234,0.264,1113107501351054836,hh00,0,1n30,CUAA,-629,44,1679,42,0.842,111.7875,8.2892778,bet CMi,,07 27 09.00,+08 17 21.4,B8Ve,10810,4.06,260,16.3,,,1.569,49.57,,N,TYC,WISEA,Simbad
0.081005,J073042.44-372021.2,112.6768475,-37.3392417,0.0496,0.0460,44.2,5.076,4.905,5.119,4.979,5.527,5.253,5.099,0.214,0.091,0.015,0.032,0.026,0.023,0.021,1117037901351051270,hh00,0,0100,BAAA,368,41,192,39,0.963,112.6768333,-37.3392222,HD 59967,,07 30 42.44,-37 20 21.2,G3V,5900,0.89,400,0.4,80,11.31,2.44,21.81,,Y,TYC,WISEA,Simbad
0.027384,J073547.41-321213.3,113.9475751,-32.2036975,0.0346,0.0332,178.8,6.448,6.369,6.416,5.644,6.905,6.578,6.458,0.087,0.025,0.015,0.036,0.026,0.046,0.024,1147031901351013621,0000,0,2100,AAAA,-155,32,160,30,1.095,113.9475833,-32.2036944,HD 61005,b,07 35 47.42,-32 12 13.3,G8V,5700,0.78,500,0.2,60,16.44,33.64,35.34,,Y,TYC,WISEA,Simbad
0.081628,J075634.42-783400.1,119.1434366,-78.5667135,0.0340,0.0325,39.1,8.554,8.610,8.460,7.818,9.238,8.745,8.640,0.023,0.020,0.020,0.102,0.022,0.031,0.025,1224078801351038486,0000,0,001n,AAAA,-73,27,39,27,0.218,119.143375,-78.5666944,TYC9385-93-1,,07 56 34.41,-78 34 00.1,:K1,5170,0.76,255,0.7,,,6.44,88.35,a,N,TYC,WISEA,Simbad
0.044004,J082116.10+010348.1,125.3170950,+1.0633645,0.0364,0.0352,103.7,6.089,5.932,6.097,5.986,6.342,6.151,6.092,0.114,0.037,0.014,0.051,0.023,0.047,0.021,1255101501351013875,0000,0,2011,BAAA,-393,38,-224,37,1.658,125.3170833,1.0633611,HD 70298,,08 21 16.10,+01 03 48.1,:F4,6500,1.74,35,139.8,,,6.48,67.47,,Y,TYC,WISEA,Simbad
0.010513,J082255.15-520725.2,125.7297955,-52.1236685,0.0411,0.0389,4.0,5.845,5.775,5.775,5.131,5.862,5.871,5.873,0.139,0.050,0.015,0.033,0.024,0.027,0.018,1263051501351007032,0d00,0,0100,BAAA,483,31,-82,30,0.248,125.7297917,-52.1236667,HD 71043,,08 22 55.15,-52 07 25.2,A0V,9130,1.7,200,8.2,50,132.54,1.08,70.02,,Y,TYC,WISEA,Simbad
0.052332,J082348.47+531310.0,125.9519771,+53.2194536,0.0436,0.0420,37.7,5.255,5.092,5.270,4.838,5.252,5.292,5.249,0.172,0.068,0.014,0.029,0.023,0.033,0.016,1257153001351045266,0000,0,1100,BAAA,210,48,516,46,1.008,125.9519583,53.2194444,HD 70313,,08 23 48.47,+53 13 10.0,A3V,8240,1.7,120,18.7,50,108.0,1.38,50.42,,Y,TYC,WISEA,Simbad
0.080877,J082539.59-035423.2,126.4149673,-3.9064650,0.0517,0.0481,70.9,3.927,3.556,3.925,3.429,4.117,4.090,4.079,0.314,0.266,0.016,0.020,0.280,0.186,0.254,1260004601351053576,d000,0,0000,BBAA,249,53,433,55,0.659,126.4149583,-3.9064444,30 Mon,,08 25 39.59,-03 54 23.2,A0V,10360,1.97,350,4.0,100,49.23,1.14,37.5,,Y,TYC,WISEA,Simbad
0.083351,J082625.18-524827.0,126.6049362,-52.8075199,0.0400,0.0381,166.2,5.831,5.775,5.874,5.249,5.936,5.905,5.886,0.121,0.047,0.016,0.032,0.021,0.020,0.023,1257053101351048467,0000,0,0300,BAAA,240,31,-492,30,0.210,126.6049167,-52.8075,HD 71722,,08 26 25.18,-52 48 27.0,A0V,8630,1.72,160,11.6,70,60.91,1.76,69.44,,Y,TYC,WISEA,Simbad
0.047654,J083315.34-295723.6,128.3139458,-29.9565632,0.0347,0.0336,174.9,6.695,6.671,6.691,6.415,7.046,6.772,6.702,0.058,0.021,0.015,0.065,0.019,0.038,0.023,1286030301351044988,hhh0,0,1000,AAAA,8,34,48,33,0.532,128.3139583,-29.9565556,HD 72687,,08 33 15.35,-29 57 23.6,G5V,5890,0.89,220,1.5,,,1.22,45.06,,Y,TYC,WISEA,Simbad
0.069288,J083401.60-020905.3,128.5067039,-2.1514909,0.0392,0.0387,2.1,5.795,5.707,5.819,5.697,5.771,5.821,5.731,0.125,0.048,0.015,0.040,0.024,0.055,0.018,1285001601351005207,0000,1,0100,BAAA,-336,42,849,40,0.296,128.5067083,-2.1514722,HR 3383,,08 34 01.61,-02 09 05.3,A1V,9290,2.27,40,284.9,,,1.02,90.33,,Y,TYC,WISEA,Simbad
0.069286,J083716.42-411907.1,129.3184375,-41.3186502,0.0344,0.0324,157.2,7.187,7.333,7.285,6.904,7.708,7.470,7.302,0.038,0.020,0.019,0.081,0.023,0.034,0.026,1285040901351022879,0h00,0,0111,AAAA,-32,30,134,25,2.218,129.3184167,-41.3186389,HD 73526,,08 37 16.42,-41 19 07.1,G6V,5760,1.49,85,16.0,,,4.8,100.7,,N,TYC,WISEA,Simbad
0.089522,J083750.08-064824.2,129.4586846,-6.8067396,0.0467,0.0449,25.0,5.211,5.072,5.236,5.078,,,,0.228,0.072,0.015,0.034,,,,1291006101351002478,0h00,0,1400,BAAA,96,50,168,48,,129.4586667,-6.8067222,V401 Hya,,08 37 50.08,-06 48 24.2,G5V,5900,0.95,150,3.4,40,48.56,1.93,23.97,,Y,TYC,WISEA,Simbad
0.031503,J083911.68+650116.0,129.7986994,+65.0211190,0.0503,0.0459,78.6,4.183,3.714,4.159,4.067,4.348,4.282,4.173,0.298,0.174,0.015,0.022,0.214,0.036,0.036,1293165101351027551,0000,0,0000,BBAA,766,46,-185,47,0.972,129.7987083,65.0211111,pi.01 UMa,,08 39 11.69,+65 01 16.0,G1.5V,6080,0.88,400,0.4,70,15.45,2.03,14.35,,N,TYC,WISEA,Simbad
0.085630,J084119.42-785747.8,130.3309466,-78.9633015,0.0396,0.0387,35.1,5.760,5.629,5.294,4.391,5.688,5.721,5.718,0.139,0.049,0.016,0.028,0.019,0.040,0.018,1296078801351017597,0000,0,1411,BAAA,152,32,-325,33,0.265,130.3309583,-78.9632778,eta Cha,,08 41 19.43,-78 57 47.8,B8V,11850,2.17,350,5.7,,,1.47,94.96,,Y,TYC,WISEA,Simbad
0.038199,J084226.98-785747.6,130.6124340,-78.9632323,0.0324,0.0307,69.4,9.718,9.468,7.861,5.192,10.777,10.099,9.855,0.023,0.020,0.018,0.029,0.023,0.021,0.021,1296078801351020149,dd00,0,1200,AAAA,-20,31,52,30,0.449,130.6124167,-78.9632222,EK Cha,,08 42 26.98,-78 57 47.6,:M0,2390,1.24,140,0.8,,,876.1,97.0,a,N,TYC,WISEA,Simbad
0.047903,J084655.97+120635.3,131.7332450,+12.1098180,0.0406,0.0383,57.8,5.541,5.404,5.560,5.061,5.647,5.642,5.550,0.156,0.057,0.014,0.039,0.044,0.044,0.017,1313112101351028411,0000,0,0300,BAAA,-9,46,-82,44,0.984,131.73325,12.1098056,50 Cnc,,08 46 55.98,+12 06 35.3,A1V,8160,1.57,210,5.5,,,1.1,53.96,,Y,TYC,WISEA,Simbad
0.049343,J085306.04+522325.2,133.2752047,+52.3903468,0.0406,0.0394,19.0,5.686,5.543,5.712,5.615,5.970,5.725,5.677,0.147,0.048,0.015,0.038,0.020,0.021,0.026,1331153001351004938,0000,0,0100,BAAA,-613,42,221,40,0.815,133.2752083,52.3903333,HD 75616,,08 53 06.05,+52 23 25.2,:F8,6230,1.12,50,40.5,,,0.48,35.42,,Y,TYC,WISEA,Simbad
0.089651,J085417.64-052603.8,133.5735101,-5.4344117,0.0472,0.0418,61.3,4.421,4.313,4.467,4.399,,,,0.356,0.054,0.013,0.028,,,,1336006101351057689,0000,0,0211,CAAA,-4033,49,-5176,50,,133.5735,-5.4343889,HD 76151,,08 54 17.64,-05 26 03.8,G3V,5870,0.98,120,5.5,,,0.25,17.38,,Y,TYC,WISEA,Simbad
2.070239,J085450.95-634208.1,133.7123125,-63.7022719,0.0319,0.0310,108.7,7.275,7.410,7.368,7.230,7.933,7.529,7.391,0.035,0.020,0.016,0.079,0.024,0.031,0.024,1321063701351026687,0000,0,1100,AAAA,-203,24,-144,24,1.977,133.7133333,-63.7019167,HD 76748,,08 54 51.20,-63 42 06.9,K0V,5320,0.71,190,1.2,,,1.25,47.03,,Y,TYC,WISEA,Simbad
0.079594,J085511.82-545757.9,133.7992700,-54.9661022,0.0510,0.0457,50.4,4.490,4.178,4.558,4.470,5.213,4.743,4.561,0.287,0.169,0.015,0.025,0.250,0.076,0.020,1327054601351024693,0000,0,0100,BBAA,312,40,-748,39,1.248,133.79925,-54.9660833,HR 3570,,08 55 11.82,-54 57 57.9,F6V,6540,1.19,150,5.2,,,0.44,24.15,,Y,TYC,WISEA,Simbad
0.114966,J085610.75-492926.4,134.0447932,-49.4906819,0.0348,0.0328,136.4,8.646,8.694,8.460,7.306,9.080,8.827,8.736,0.022,0.019,0.027,0.085,0.020,0.044,0.021,1347050001351057162,0h00,0,1200,AAAA,54,29,-9,30,0.380,134.04475,-49.4906667,TYC8160-1896-1,,08 56 10.74,-49 29 26.4,:G2,5910,0.95,210,1.7,,,7.24,123.04,a,N,TYC,WISEA,Simbad
0.079310,J085735.24+153452.8,134.3968521,+15.5813458,0.0464,0.0438,56.3,5.158,4.978,5.195,4.886,5.271,5.208,5.156,0.194,0.084,0.015,0.028,0.023,0.018,0.024,1346115101351038058,HHH0,0,nnn1,BAAA,4,52,-165,51,0.917,134.3968333,15.5813333,omi02 Cnc,,08 57 35.24,+15 34 52.8,F0IV,7610,1.69,120,15.8,40,142.42,3.72,46.12,,Y,TYC,WISEA,Simbad
0.052793,J090904.17-181942.6,137.2674042,-18.3285086,0.0389,0.0380,48.3,5.639,5.574,5.688,5.294,5.709,5.643,5.685,0.143,0.054,0.014,0.033,0.020,0.016,0.018,1379018201351013269,0000,1,0200,BAAA,733,42,-154,40,0.597,137.2674167,-18.3285,HR 3638,,09 09 04.18,-18 19 42.6,A0/A1V,9020,2.24,120,29.5,35,347.29,3.3,83.68,,Y,TYC,WISEA,Simbad
0.077359,J091212.84+035201.0,138.0535123,+3.8669620,0.0349,0.0335,1.3,6.109,6.036,6.101,5.461,6.142,6.163,6.119,0.095,0.036,0.015,0.036,0.021,0.047,0.020,1382104501351007858,0000,0,0110,AAAA,-163,38,130,36,0.436,138.0535,3.8669444,HR 3651,,09 12 12.84,+03 52 01.0,A0V,9270,2.13,190,11.8,70,86.93,1.17,99.3,,Y,TYC,WISEA,Simbad
0.047042,J091727.45-744404.0,139.3643916,-74.7344567,0.0320,0.0306,80.9,5.894,5.792,5.706,4.496,5.900,5.920,5.865,0.084,0.024,0.014,0.024,0.021,0.036,0.017,1376074301351002620,0000,0,2411,AAAA,0,26,-20,26,0.654,139.364375,-74.7344444,HR 3721,,09 17 27.45,-74 44 04.0,A0V,9440,1.94,165,14.8,,,2.73,81.96,,Y,TYC,WISEA,Simbad
0.063136,J093243.64+265916.1,143.1818604,+26.9878174,0.0469,0.0441,67.9,5.122,4.948,5.137,4.955,,,,0.176,0.082,0.015,0.032,,,,1436127201351016350,0000,0,0100,BAAA,52,53,21,53,,143.181875,26.9878056,HD 82443,,09 32 43.65,+26 59 16.1,G9V,5570,0.72,350,0.4,45,25.74,3.88,17.79,,Y,TYC,WISEA,Simbad
0.047068,J093450.81-120749.6,143.7117453,-12.1304566,0.0449,0.0412,146.0,5.186,4.970,5.572,5.134,,,,0.140,0.040,0.023,0.038,,,,1436012201351031405,HHH0,1,nnn1,BAAA,1734,39,-960,34,,143.71175,-12.1304444,HD 82943,,09 34 50.82,-12 07 49.6,F9V,6120,1.11,50,38.6,,,1.7,27.47,,Y,TYC,WISEA,Simbad
0.069838,J093617.58-782041.0,144.0732688,-78.3447412,0.0357,0.0345,55.0,7.468,7.153,7.124,6.843,7.475,7.241,7.160,0.150,0.020,0.016,0.058,0.026,0.031,0.016,1440078801351040019,0000,0,3000,BAAA,2,31,110,44,1.026,144.07325,-78.3447222,HD 84075,,09 36 17.58,-78 20 41.0,G2V,6120,1.05,300,1.0,55,30.46,4.06,67.98,,Y,TYC,WISEA,Simbad
0.064872,J094902.82+340506.9,147.2617686,+34.0852594,0.0342,0.0322,176.4,6.637,6.611,6.666,6.177,6.752,6.682,6.628,0.071,0.022,0.017,0.049,0.032,0.016,0.016,1480134801351010769,hh00,0,0000,AAAA,-124,37,-14,35,0.658,147.26175,34.08525,HD 84870,,09 49 02.82,+34 05 06.9,:A6,7500,1.64,170,7.4,45,106.55,7.64,88.02,,Y,TYC,WISEA,Simbad
0.041949,J095216.54+491126.1,148.0689414,+49.1905869,0.0333,0.0315,15.1,6.147,5.973,6.085,5.688,6.466,6.136,6.095,0.088,0.033,0.014,0.047,0.023,0.029,0.020,1484148401351062615,0000,0,1011,AAAA,-407,36,276,33,2.355,148.0689583,49.1905833,HD 85301,,09 52 16.55,+49 11 26.1,:G5,5660,0.89,220,1.3,70,13.67,3.16,32.79,,Y,TYC,WISEA,Simbad
0.005909,J095359.12+274143.5,148.4963350,+27.6954438,0.0337,0.0326,167.7,7.095,7.164,7.103,6.071,7.215,7.196,7.193,0.049,0.020,0.017,0.046,0.024,0.021,0.017,1487127201351043336,0000,0,0011,AAAA,-38,35,103,57,0.477,148.4963333,27.6954444,HD 85672,,09 53 59.12,+27 41 43.6,:A4,7850,1.53,80,34.4,,,6.4,107.06,,N,TYC,WISEA,Simbad
